n,k,r,source_sink_from_different_branches,uf_build_time,uf_connected,uf_connected_time,dfs_connected,dfs_path_length,dfs_time,bfs_connected,bfs_path_length,bfs_time,fffp_connected,fffp_path_length,fffp_time,used_bfs
2,4,2,False,0.000019,True,0.000001,True,9,0.000015,True,2,0.000007,True,3,0.000002,False
2,4,2,False,0.000019,True,0.000001,True,3,0.000005,True,2,0.000005,True,3,0.000002,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000015,True,2,0.000006,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000015,True,2,0.000007,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000015,True,2,0.000007,True,3,0.000002,False
2,4,2,False,0.000019,True,0.000000,True,9,0.000014,True,2,0.000007,True,3,0.000002,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000015,True,2,0.000006,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000015,True,2,0.000006,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,9,0.000014,True,2,0.000007,True,3,0.000002,False
2,4,2,False,0.000019,True,0.000000,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000015,True,2,0.000007,True,3,0.000002,False
2,4,2,False,0.000019,True,0.000000,True,9,0.000014,True,2,0.000007,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,9,0.000016,True,2,0.000006,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000015,True,2,0.000007,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000016,True,2,0.000007,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,9,0.000015,True,2,0.000007,True,3,0.000002,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000015,True,2,0.000008,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,3,0.000005,True,2,0.000006,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000016,True,2,0.000007,True,3,0.000002,False
2,4,2,False,0.000019,True,0.000001,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,9,0.000014,True,2,0.000007,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000015,True,2,0.000007,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,9,0.000015,True,2,0.000007,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,9,0.000014,True,2,0.000007,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,3,0.000003,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,9,0.000014,True,2,0.000007,True,3,0.000002,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000015,True,2,0.000007,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000015,True,2,0.000007,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000014,True,2,0.000007,True,3,0.000002,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000014,True,2,0.000007,True,3,0.000002,False
2,4,2,False,0.000019,True,0.000000,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,9,0.000014,True,2,0.000007,True,3,0.000002,False
2,4,2,False,0.000019,True,0.000001,True,9,0.000015,True,2,0.000007,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000001,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,3,0.000004,True,2,0.000005,True,3,0.000001,False
2,4,2,False,0.000019,True,0.000000,True,9,0.000014,True,2,0.000007,True,3,0.000001,False
